,"('London', 'Rome', 'Munich')","('London', 'Rome', 'Helsinki')"
,"('London', 'Rome', 'Los Angeles')","('London', 'Rome', 'Mexico City')"
,"('London', 'Rome', 'Seoul')","('London', 'Paris', 'Montreal')"
,"('London', 'Rome', 'Helsinki')","('London', 'Paris', 'Tokyo')"
,"('London', 'Rome', 'Mexico City')","('London', 'Paris', 'Melbourne')"
,"('London', 'Paris', 'Stockholm')","('London', 'Paris', 'Atlanta')"
,"('London', 'Paris', 'Amsterdam')","('London', 'Paris', 'Beijing')"
,"('London', 'Paris', 'Rome')","('London', 'Paris', 'Moscow')"
,"('London', 'Paris', 'Montreal')","('London', 'Paris', 'Barcelona')"
,"('London', 'Paris', 'Tokyo')","('London', 'Paris', 'Berlin')"
,"('London', 'Paris', 'Melbourne')","('London', 'Paris', 'Athens')"
,"('London', 'Paris', 'Atlanta')","('London', 'Paris', 'Antwerp')"
,"('London', 'Paris', 'Beijing')","('London', 'Paris', 'St. Louis')"
,"('London', 'Paris', 'Moscow')","('London', 'Paris', 'Sydney')"
,"('London', 'Paris', 'Barcelona')","('London', 'Paris', 'Rio')"
,"('London', 'Paris', 'Berlin')","('London', 'Paris', 'Munich')"
,"('London', 'Paris', 'Athens')","('London', 'Paris', 'Los Angeles')"
,"('London', 'Paris', 'Antwerp')","('London', 'Paris', 'Seoul')"
,"('London', 'Paris', 'St. Louis')","('London', 'Paris', 'Helsinki')"
,"('London', 'Paris', 'Sydney')","('London', 'Paris', 'Mexico City')"
,"('London', 'Paris', 'Rio')","('London', 'Montreal', 'Tokyo')"
,"('London', 'Paris', 'Munich')","('London', 'Montreal', 'Melbourne')"
,"('London', 'Paris', 'Los Angeles')","('London', 'Montreal', 'Atlanta')"
,"('London', 'Paris', 'Seoul')","('London', 'Montreal', 'Beijing')"
,"('London', 'Paris', 'Helsinki')","('London', 'Montreal', 'Moscow')"
,"('London', 'Paris', 'Mexico City')","('London', 'Montreal', 'Barcelona')"
,"('London', 'Montreal', 'Stockholm')","('London', 'Montreal', 'Berlin')"
,"('London', 'Montreal', 'Amsterdam')","('London', 'Montreal', 'Athens')"
,"('London', 'Montreal', 'Rome')","('London', 'Montreal', 'Antwerp')"
,"('London', 'Montreal', 'Paris')","('London', 'Montreal', 'St. Louis')"
,"('London', 'Montreal', 'Tokyo')","('London', 'Montreal', 'Sydney')"
,"('London', 'Montreal', 'Melbourne')","('London', 'Montreal', 'Rio')"
,"('London', 'Montreal', 'Atlanta')","('London', 'Montreal', 'Munich')"
,"('London', 'Montreal', 'Beijing')","('London', 'Montreal', 'Los Angeles')"
,"('London', 'Montreal', 'Moscow')","('London', 'Montreal', 'Seoul')"
,"('London', 'Montreal', 'Barcelona')","('London', 'Montreal', 'Helsinki')"
,"('London', 'Montreal', 'Berlin')","('London', 'Montreal', 'Mexico City')"
,"('London', 'Montreal', 'Athens')","('London', 'Tokyo', 'Melbourne')"
,"('London', 'Montreal', 'Antwerp')","('London', 'Tokyo', 'Atlanta')"
,"('London', 'Montreal', 'St. Louis')","('London', 'Tokyo', 'Beijing')"
,"('London', 'Montreal', 'Sydney')","('London', 'Tokyo', 'Moscow')"
,"('London', 'Montreal', 'Rio')","('London', 'Tokyo', 'Barcelona')"
,"('London', 'Montreal', 'Munich')","('London', 'Tokyo', 'Berlin')"
,"('London', 'Montreal', 'Los Angeles')","('London', 'Tokyo', 'Athens')"
,"('London', 'Montreal', 'Seoul')","('London', 'Tokyo', 'Antwerp')"
,"('London', 'Montreal', 'Helsinki')","('London', 'Tokyo', 'St. Louis')"
,"('London', 'Montreal', 'Mexico City')","('London', 'Tokyo', 'Sydney')"
,"('London', 'Tokyo', 'Stockholm')","('London', 'Tokyo', 'Rio')"
,"('London', 'Tokyo', 'Amsterdam')","('London', 'Tokyo', 'Munich')"
,"('London', 'Tokyo', 'Rome')","('London', 'Tokyo', 'Los Angeles')"
,"('London', 'Tokyo', 'Paris')","('London', 'Tokyo', 'Seoul')"
,"('London', 'Tokyo', 'Montreal')","('London', 'Tokyo', 'Helsinki')"
,"('London', 'Tokyo', 'Melbourne')","('London', 'Tokyo', 'Mexico City')"
,"('London', 'Tokyo', 'Atlanta')","('London', 'Melbourne', 'Atlanta')"
,"('London', 'Tokyo', 'Beijing')","('London', 'Melbourne', 'Beijing')"
,"('London', 'Tokyo', 'Moscow')","('London', 'Melbourne', 'Moscow')"
,"('London', 'Tokyo', 'Barcelona')","('London', 'Melbourne', 'Barcelona')"
,"('London', 'Tokyo', 'Berlin')","('London', 'Melbourne', 'Berlin')"
,"('London', 'Tokyo', 'Athens')","('London', 'Melbourne', 'Athens')"
,"('London', 'Tokyo', 'Antwerp')","('London', 'Melbourne', 'Antwerp')"
,"('London', 'Tokyo', 'St. Louis')","('London', 'Melbourne', 'St. Louis')"
,"('London', 'Tokyo', 'Sydney')","('London', 'Melbourne', 'Sydney')"
,"('London', 'Tokyo', 'Rio')","('London', 'Melbourne', 'Rio')"
,"('London', 'Tokyo', 'Munich')","('London', 'Melbourne', 'Munich')"
,"('London', 'Tokyo', 'Los Angeles')","('London', 'Melbourne', 'Los Angeles')"
,"('London', 'Tokyo', 'Seoul')","('London', 'Melbourne', 'Seoul')"
,"('London', 'Tokyo', 'Helsinki')","('London', 'Melbourne', 'Helsinki')"
,"('London', 'Tokyo', 'Mexico City')","('London', 'Melbourne', 'Mexico City')"
,"('London', 'Melbourne', 'Stockholm')","('London', 'Atlanta', 'Beijing')"
,"('London', 'Melbourne', 'Amsterdam')","('London', 'Atlanta', 'Moscow')"
,"('London', 'Melbourne', 'Rome')","('London', 'Atlanta', 'Barcelona')"
,"('London', 'Melbourne', 'Paris')","('London', 'Atlanta', 'Berlin')"
,"('London', 'Melbourne', 'Montreal')","('London', 'Atlanta', 'Athens')"
,"('London', 'Melbourne', 'Tokyo')","('London', 'Atlanta', 'Antwerp')"
,"('London', 'Melbourne', 'Atlanta')","('London', 'Atlanta', 'St. Louis')"
,"('London', 'Melbourne', 'Beijing')","('London', 'Atlanta', 'Sydney')"
,"('London', 'Melbourne', 'Moscow')","('London', 'Atlanta', 'Rio')"
,"('London', 'Melbourne', 'Barcelona')","('London', 'Atlanta', 'Munich')"
,"('London', 'Melbourne', 'Berlin')","('London', 'Atlanta', 'Los Angeles')"
,"('London', 'Melbourne', 'Athens')","('London', 'Atlanta', 'Seoul')"
,"('London', 'Melbourne', 'Antwerp')","('London', 'Atlanta', 'Helsinki')"
,"('London', 'Melbourne', 'St. Louis')","('London', 'Atlanta', 'Mexico City')"
,"('London', 'Melbourne', 'Sydney')","('London', 'Beijing', 'Moscow')"
,"('London', 'Melbourne', 'Rio')","('London', 'Beijing', 'Barcelona')"
,"('London', 'Melbourne', 'Munich')","('London', 'Beijing', 'Berlin')"
,"('London', 'Melbourne', 'Los Angeles')","('London', 'Beijing', 'Athens')"
,"('London', 'Melbourne', 'Seoul')","('London', 'Beijing', 'Antwerp')"
,"('London', 'Melbourne', 'Helsinki')","('London', 'Beijing', 'St. Louis')"
,"('London', 'Melbourne', 'Mexico City')","('London', 'Beijing', 'Sydney')"
,"('London', 'Atlanta', 'Stockholm')","('London', 'Beijing', 'Rio')"
,"('London', 'Atlanta', 'Amsterdam')","('London', 'Beijing', 'Munich')"
,"('London', 'Atlanta', 'Rome')","('London', 'Beijing', 'Los Angeles')"
,"('London', 'Atlanta', 'Paris')","('London', 'Beijing', 'Seoul')"
,"('London', 'Atlanta', 'Montreal')","('London', 'Beijing', 'Helsinki')"
,"('London', 'Atlanta', 'Tokyo')","('London', 'Beijing', 'Mexico City')"
,"('London', 'Atlanta', 'Melbourne')","('London', 'Moscow', 'Barcelona')"
,"('London', 'Atlanta', 'Beijing')","('London', 'Moscow', 'Berlin')"
,"('London', 'Atlanta', 'Moscow')","('London', 'Moscow', 'Athens')"
,"('London', 'Atlanta', 'Barcelona')","('London', 'Moscow', 'Antwerp')"
,"('London', 'Atlanta', 'Berlin')","('London', 'Moscow', 'St. Louis')"
,"('London', 'Atlanta', 'Athens')","('London', 'Moscow', 'Sydney')"
,"('London', 'Atlanta', 'Antwerp')","('London', 'Moscow', 'Rio')"
,"('London', 'Atlanta', 'St. Louis')","('London', 'Moscow', 'Munich')"
,"('London', 'Atlanta', 'Sydney')","('London', 'Moscow', 'Los Angeles')"
,"('London', 'Atlanta', 'Rio')","('London', 'Moscow', 'Seoul')"
,"('London', 'Atlanta', 'Munich')","('London', 'Moscow', 'Helsinki')"
,"('London', 'Atlanta', 'Los Angeles')","('London', 'Moscow', 'Mexico City')"
,"('London', 'Atlanta', 'Seoul')","('London', 'Barcelona', 'Berlin')"
,"('London', 'Atlanta', 'Helsinki')","('London', 'Barcelona', 'Athens')"
,"('London', 'Atlanta', 'Mexico City')","('London', 'Barcelona', 'Antwerp')"
,"('London', 'Beijing', 'Stockholm')","('London', 'Barcelona', 'St. Louis')"
,"('London', 'Beijing', 'Amsterdam')","('London', 'Barcelona', 'Sydney')"
,"('London', 'Beijing', 'Rome')","('London', 'Barcelona', 'Rio')"
,"('London', 'Beijing', 'Paris')","('London', 'Barcelona', 'Munich')"
,"('London', 'Beijing', 'Montreal')","('London', 'Barcelona', 'Los Angeles')"
,"('London', 'Beijing', 'Tokyo')","('London', 'Barcelona', 'Seoul')"
,"('London', 'Beijing', 'Melbourne')","('London', 'Barcelona', 'Helsinki')"
,"('London', 'Beijing', 'Atlanta')","('London', 'Barcelona', 'Mexico City')"
,"('London', 'Beijing', 'Moscow')","('London', 'Berlin', 'Athens')"
,"('London', 'Beijing', 'Barcelona')","('London', 'Berlin', 'Antwerp')"
,"('London', 'Beijing', 'Berlin')","('London', 'Berlin', 'St. Louis')"
,"('London', 'Beijing', 'Athens')","('London', 'Berlin', 'Sydney')"
,"('London', 'Beijing', 'Antwerp')","('London', 'Berlin', 'Rio')"
,"('London', 'Beijing', 'St. Louis')","('London', 'Berlin', 'Munich')"
,"('London', 'Beijing', 'Sydney')","('London', 'Berlin', 'Los Angeles')"
,"('London', 'Beijing', 'Rio')","('London', 'Berlin', 'Seoul')"
,"('London', 'Beijing', 'Munich')","('London', 'Berlin', 'Helsinki')"
,"('London', 'Beijing', 'Los Angeles')","('London', 'Berlin', 'Mexico City')"
,"('London', 'Beijing', 'Seoul')","('London', 'Athens', 'Antwerp')"
,"('London', 'Beijing', 'Helsinki')","('London', 'Athens', 'St. Louis')"
,"('London', 'Beijing', 'Mexico City')","('London', 'Athens', 'Sydney')"
,"('London', 'Moscow', 'Stockholm')","('London', 'Athens', 'Rio')"
,"('London', 'Moscow', 'Amsterdam')","('London', 'Athens', 'Munich')"
,"('London', 'Moscow', 'Rome')","('London', 'Athens', 'Los Angeles')"
,"('London', 'Moscow', 'Paris')","('London', 'Athens', 'Seoul')"
,"('London', 'Moscow', 'Montreal')","('London', 'Athens', 'Helsinki')"
,"('London', 'Moscow', 'Tokyo')","('London', 'Athens', 'Mexico City')"
,"('London', 'Moscow', 'Melbourne')","('London', 'Antwerp', 'St. Louis')"
,"('London', 'Moscow', 'Atlanta')","('London', 'Antwerp', 'Sydney')"
,"('London', 'Moscow', 'Beijing')","('London', 'Antwerp', 'Rio')"
,"('London', 'Moscow', 'Barcelona')","('London', 'Antwerp', 'Munich')"
,"('London', 'Moscow', 'Berlin')","('London', 'Antwerp', 'Los Angeles')"
,"('London', 'Moscow', 'Athens')","('London', 'Antwerp', 'Seoul')"
,"('London', 'Moscow', 'Antwerp')","('London', 'Antwerp', 'Helsinki')"
,"('London', 'Moscow', 'St. Louis')","('London', 'Antwerp', 'Mexico City')"
,"('London', 'Moscow', 'Sydney')","('London', 'St. Louis', 'Sydney')"
,"('London', 'Moscow', 'Rio')","('London', 'St. Louis', 'Rio')"
,"('London', 'Moscow', 'Munich')","('London', 'St. Louis', 'Munich')"
,"('London', 'Moscow', 'Los Angeles')","('London', 'St. Louis', 'Los Angeles')"
,"('London', 'Moscow', 'Seoul')","('London', 'St. Louis', 'Seoul')"
,"('London', 'Moscow', 'Helsinki')","('London', 'St. Louis', 'Helsinki')"
,"('London', 'Moscow', 'Mexico City')","('London', 'St. Louis', 'Mexico City')"
,"('London', 'Barcelona', 'Stockholm')","('London', 'Sydney', 'Rio')"
,"('London', 'Barcelona', 'Amsterdam')","('London', 'Sydney', 'Munich')"
,"('London', 'Barcelona', 'Rome')","('London', 'Sydney', 'Los Angeles')"
,"('London', 'Barcelona', 'Paris')","('London', 'Sydney', 'Seoul')"
,"('London', 'Barcelona', 'Montreal')","('London', 'Sydney', 'Helsinki')"
,"('London', 'Barcelona', 'Tokyo')","('London', 'Sydney', 'Mexico City')"
,"('London', 'Barcelona', 'Melbourne')","('London', 'Rio', 'Munich')"
,"('London', 'Barcelona', 'Atlanta')","('London', 'Rio', 'Los Angeles')"
,"('London', 'Barcelona', 'Beijing')","('London', 'Rio', 'Seoul')"
,"('London', 'Barcelona', 'Moscow')","('London', 'Rio', 'Helsinki')"
,"('London', 'Barcelona', 'Berlin')","('London', 'Rio', 'Mexico City')"
,"('London', 'Barcelona', 'Athens')","('London', 'Munich', 'Los Angeles')"
,"('London', 'Barcelona', 'Antwerp')","('London', 'Munich', 'Seoul')"
,"('London', 'Barcelona', 'St. Louis')","('London', 'Munich', 'Helsinki')"
,"('London', 'Barcelona', 'Sydney')","('London', 'Munich', 'Mexico City')"
,"('London', 'Barcelona', 'Rio')","('London', 'Los Angeles', 'Seoul')"
,"('London', 'Barcelona', 'Munich')","('London', 'Los Angeles', 'Helsinki')"
,"('London', 'Barcelona', 'Los Angeles')","('London', 'Los Angeles', 'Mexico City')"
,"('London', 'Barcelona', 'Seoul')","('London', 'Seoul', 'Helsinki')"
,"('London', 'Barcelona', 'Helsinki')","('London', 'Seoul', 'Mexico City')"
,"('London', 'Barcelona', 'Mexico City')","('London', 'Helsinki', 'Mexico City')"
,"('London', 'Berlin', 'Stockholm')","('Stockholm', 'Amsterdam', 'Rome')"
,"('London', 'Berlin', 'Amsterdam')","('Stockholm', 'Amsterdam', 'Paris')"
,"('London', 'Berlin', 'Rome')","('Stockholm', 'Amsterdam', 'Montreal')"
,"('London', 'Berlin', 'Paris')","('Stockholm', 'Amsterdam', 'Tokyo')"
,"('London', 'Berlin', 'Montreal')","('Stockholm', 'Amsterdam', 'Melbourne')"
,"('London', 'Berlin', 'Tokyo')","('Stockholm', 'Amsterdam', 'Atlanta')"
,"('London', 'Berlin', 'Melbourne')","('Stockholm', 'Amsterdam', 'Beijing')"
,"('London', 'Berlin', 'Atlanta')","('Stockholm', 'Amsterdam', 'Moscow')"
,"('London', 'Berlin', 'Beijing')","('Stockholm', 'Amsterdam', 'Barcelona')"
,"('London', 'Berlin', 'Moscow')","('Stockholm', 'Amsterdam', 'Berlin')"
,"('London', 'Berlin', 'Barcelona')","('Stockholm', 'Amsterdam', 'Athens')"
,"('London', 'Berlin', 'Athens')","('Stockholm', 'Amsterdam', 'Antwerp')"
,"('London', 'Berlin', 'Antwerp')","('Stockholm', 'Amsterdam', 'St. Louis')"
,"('London', 'Berlin', 'St. Louis')","('Stockholm', 'Amsterdam', 'Sydney')"
,"('London', 'Berlin', 'Sydney')","('Stockholm', 'Amsterdam', 'Rio')"
,"('London', 'Berlin', 'Rio')","('Stockholm', 'Amsterdam', 'Munich')"
,"('London', 'Berlin', 'Munich')","('Stockholm', 'Amsterdam', 'Los Angeles')"
,"('London', 'Berlin', 'Los Angeles')","('Stockholm', 'Amsterdam', 'Seoul')"
,"('London', 'Berlin', 'Seoul')","('Stockholm', 'Amsterdam', 'Helsinki')"
,"('London', 'Berlin', 'Helsinki')","('Stockholm', 'Amsterdam', 'Mexico City')"
,"('London', 'Berlin', 'Mexico City')","('Stockholm', 'Rome', 'Paris')"
,"('London', 'Athens', 'Stockholm')","('Stockholm', 'Rome', 'Montreal')"
,"('London', 'Athens', 'Amsterdam')","('Stockholm', 'Rome', 'Tokyo')"
,"('London', 'Athens', 'Rome')","('Stockholm', 'Rome', 'Melbourne')"
,"('London', 'Athens', 'Paris')","('Stockholm', 'Rome', 'Atlanta')"
,"('London', 'Athens', 'Montreal')","('Stockholm', 'Rome', 'Beijing')"
,"('London', 'Athens', 'Tokyo')","('Stockholm', 'Rome', 'Moscow')"
,"('London', 'Athens', 'Melbourne')","('Stockholm', 'Rome', 'Barcelona')"
,"('London', 'Athens', 'Atlanta')","('Stockholm', 'Rome', 'Berlin')"
,"('London', 'Athens', 'Beijing')","('Stockholm', 'Rome', 'Athens')"
,"('London', 'Athens', 'Moscow')","('Stockholm', 'Rome', 'Antwerp')"
,"('London', 'Athens', 'Barcelona')","('Stockholm', 'Rome', 'St. Louis')"
,"('London', 'Athens', 'Berlin')","('Stockholm', 'Rome', 'Sydney')"
,"('London', 'Athens', 'Antwerp')","('Stockholm', 'Rome', 'Rio')"
,"('London', 'Athens', 'St. Louis')","('Stockholm', 'Rome', 'Munich')"
,"('London', 'Athens', 'Sydney')","('Stockholm', 'Rome', 'Los Angeles')"
,"('London', 'Athens', 'Rio')","('Stockholm', 'Rome', 'Seoul')"
,"('London', 'Athens', 'Munich')","('Stockholm', 'Rome', 'Helsinki')"
,"('London', 'Athens', 'Los Angeles')","('Stockholm', 'Rome', 'Mexico City')"
,"('London', 'Athens', 'Seoul')","('Stockholm', 'Paris', 'Montreal')"
,"('London', 'Athens', 'Helsinki')","('Stockholm', 'Paris', 'Tokyo')"
,"('London', 'Athens', 'Mexico City')","('Stockholm', 'Paris', 'Melbourne')"
,"('London', 'Antwerp', 'Stockholm')","('Stockholm', 'Paris', 'Atlanta')"
,"('London', 'Antwerp', 'Amsterdam')","('Stockholm', 'Paris', 'Beijing')"
,"('London', 'Antwerp', 'Rome')","('Stockholm', 'Paris', 'Moscow')"
,"('London', 'Antwerp', 'Paris')","('Stockholm', 'Paris', 'Barcelona')"
,"('London', 'Antwerp', 'Montreal')","('Stockholm', 'Paris', 'Berlin')"
,"('London', 'Antwerp', 'Tokyo')","('Stockholm', 'Paris', 'Athens')"
,"('London', 'Antwerp', 'Melbourne')","('Stockholm', 'Paris', 'Antwerp')"
,"('London', 'Antwerp', 'Atlanta')","('Stockholm', 'Paris', 'St. Louis')"
,"('London', 'Antwerp', 'Beijing')","('Stockholm', 'Paris', 'Sydney')"
,"('London', 'Antwerp', 'Moscow')","('Stockholm', 'Paris', 'Rio')"
,"('London', 'Antwerp', 'Barcelona')","('Stockholm', 'Paris', 'Munich')"
,"('London', 'Antwerp', 'Berlin')","('Stockholm', 'Paris', 'Los Angeles')"
,"('London', 'Antwerp', 'Athens')","('Stockholm', 'Paris', 'Seoul')"
,"('London', 'Antwerp', 'St. Louis')","('Stockholm', 'Paris', 'Helsinki')"
,"('London', 'Antwerp', 'Sydney')","('Stockholm', 'Paris', 'Mexico City')"
,"('London', 'Antwerp', 'Rio')","('Stockholm', 'Montreal', 'Tokyo')"
,"('London', 'Antwerp', 'Munich')","('Stockholm', 'Montreal', 'Melbourne')"
,"('London', 'Antwerp', 'Los Angeles')","('Stockholm', 'Montreal', 'Atlanta')"
,"('London', 'Antwerp', 'Seoul')","('Stockholm', 'Montreal', 'Beijing')"
,"('London', 'Antwerp', 'Helsinki')","('Stockholm', 'Montreal', 'Moscow')"
,"('London', 'Antwerp', 'Mexico City')","('Stockholm', 'Montreal', 'Barcelona')"
,"('London', 'St. Louis', 'Stockholm')","('Stockholm', 'Montreal', 'Berlin')"
,"('London', 'St. Louis', 'Amsterdam')","('Stockholm', 'Montreal', 'Athens')"
,"('London', 'St. Louis', 'Rome')","('Stockholm', 'Montreal', 'Antwerp')"
,"('London', 'St. Louis', 'Paris')","('Stockholm', 'Montreal', 'St. Louis')"
,"('London', 'St. Louis', 'Montreal')","('Stockholm', 'Montreal', 'Sydney')"
,"('London', 'St. Louis', 'Tokyo')","('Stockholm', 'Montreal', 'Rio')"
,"('London', 'St. Louis', 'Melbourne')","('Stockholm', 'Montreal', 'Munich')"
,"('London', 'St. Louis', 'Atlanta')","('Stockholm', 'Montreal', 'Los Angeles')"
,"('London', 'St. Louis', 'Beijing')","('Stockholm', 'Montreal', 'Seoul')"
,"('London', 'St. Louis', 'Moscow')","('Stockholm', 'Montreal', 'Helsinki')"
,"('London', 'St. Louis', 'Barcelona')","('Stockholm', 'Montreal', 'Mexico City')"
,"('London', 'St. Louis', 'Berlin')","('Stockholm', 'Tokyo', 'Melbourne')"
,"('London', 'St. Louis', 'Athens')","('Stockholm', 'Tokyo', 'Atlanta')"
,"('London', 'St. Louis', 'Antwerp')","('Stockholm', 'Tokyo', 'Beijing')"
,"('London', 'St. Louis', 'Sydney')","('Stockholm', 'Tokyo', 'Moscow')"
,"('London', 'St. Louis', 'Rio')","('Stockholm', 'Tokyo', 'Barcelona')"
,"('London', 'St. Louis', 'Munich')","('Stockholm', 'Tokyo', 'Berlin')"
,"('London', 'St. Louis', 'Los Angeles')","('Stockholm', 'Tokyo', 'Athens')"
,"('London', 'St. Louis', 'Seoul')","('Stockholm', 'Tokyo', 'Antwerp')"
,"('London', 'St. Louis', 'Helsinki')","('Stockholm', 'Tokyo', 'St. Louis')"
,"('London', 'St. Louis', 'Mexico City')","('Stockholm', 'Tokyo', 'Sydney')"
,"('London', 'Sydney', 'Stockholm')","('Stockholm', 'Tokyo', 'Rio')"
,"('London', 'Sydney', 'Amsterdam')","('Stockholm', 'Tokyo', 'Munich')"
,"('London', 'Sydney', 'Rome')","('Stockholm', 'Tokyo', 'Los Angeles')"
,"('London', 'Sydney', 'Paris')","('Stockholm', 'Tokyo', 'Seoul')"
,"('London', 'Sydney', 'Montreal')","('Stockholm', 'Tokyo', 'Helsinki')"
,"('London', 'Sydney', 'Tokyo')","('Stockholm', 'Tokyo', 'Mexico City')"
,"('London', 'Sydney', 'Melbourne')","('Stockholm', 'Melbourne', 'Atlanta')"
,"('London', 'Sydney', 'Atlanta')","('Stockholm', 'Melbourne', 'Beijing')"
,"('London', 'Sydney', 'Beijing')","('Stockholm', 'Melbourne', 'Moscow')"
,"('London', 'Sydney', 'Moscow')","('Stockholm', 'Melbourne', 'Barcelona')"
,"('London', 'Sydney', 'Barcelona')","('Stockholm', 'Melbourne', 'Berlin')"
,"('London', 'Sydney', 'Berlin')","('Stockholm', 'Melbourne', 'Athens')"
,"('London', 'Sydney', 'Athens')","('Stockholm', 'Melbourne', 'Antwerp')"
,"('London', 'Sydney', 'Antwerp')","('Stockholm', 'Melbourne', 'St. Louis')"
,"('London', 'Sydney', 'St. Louis')","('Stockholm', 'Melbourne', 'Sydney')"
,"('London', 'Sydney', 'Rio')","('Stockholm', 'Melbourne', 'Rio')"
,"('London', 'Sydney', 'Munich')","('Stockholm', 'Melbourne', 'Munich')"
,"('London', 'Sydney', 'Los Angeles')","('Stockholm', 'Melbourne', 'Los Angeles')"
